f1,f2,f3,f4,f5,f6,f7,f8
0.38544185872704645,0.11845094682616221,-0.18899003033872622,-0.44108464989835144,-0.6631174444437393,0.006523401844149965,-0.28369848482906096,-0.3052545859770796
-0.07768932747936186,-0.0181461098462062,-0.7968739855215408,0.3238013067017493,-0.7093959620685091,0.6508684379940214,0.20669883905995184,-0.16514558134665994
0.47004878808327083,0.007275261671105058,0.24182233866814942,0.03752947780652177,0.3837859830455962,0.3714978590315403,-0.31756694948757297,-0.21437212245526552
0.12012946823935101,-0.07350355307230971,-0.7997199757940577,0.7091411372226217,-0.761242080854082,-0.7285399988106673,-0.4466393469065284,0.19769793415622103
0.6286043773205947,-0.08239526840653033,-0.13687707269057642,0.06086551250072552,-0.12840091013890795,0.028827828610774715,-0.3989900107770526,0.15339010141691808
0.13740278935460537,-0.852396095720383,-0.03857908086334013,0.05702053618654696,0.1964286660920666,-0.28563141475389536,-0.46481199249187344,-0.3327569281782051
0.19181433746682455,-0.2981424281471663,-0.2674503340332526,0.40031795219516,-0.2751551563176894,-0.31452141726378696,-0.031933147229679874,0.06951368074237065
0.36317038053493705,-0.30776468841685567,-0.5488541080523535,-0.042873828047950334,0.22527288550529706,-0.5185342901372945,-0.1705420555246439,0.10716852583615624
0.08085850500774538,0.02917564682108719,-0.08991133108214333,-0.27977126032502525,-0.3248483003364191,0.4046917819952274,-0.3910234002099191,0.4298000344811415
-0.46027045255286464,1.0162536254404964,-0.6083388251091871,0.5614960048089274,-0.3139752552265715,-0.04046541817734193,-0.022943399820162347,-0.22827793277686415
0.7799374221878349,0.033220371155396965,-0.46237581004837375,0.22629610778295298,0.2493406113145964,-0.4016190634129059,0.18746456469129893,0.024134525775070838
0.2871174810938359,0.24926841512810083,-0.0029548423026126394,-0.1428990038095917,0.31863043910131056,0.10961972140910083,-0.5212470805964875,-0.19070421081536917
-0.16915933951295997,-0.09175407707055837,0.7995022225902858,-0.13205055666231372,0.16706783289912433,0.5793666736958208,0.17627873672012406,0.15115715034155194
0.4542855477756217,0.06905874142589251,0.06509383331032297,0.2410584903389127,0.14422691012789063,-0.23812513397200386,-0.4080617923881954,-0.03968037349885081
0.48930421168492705,-0.07924551459960157,0.40195032217019644,0.14440954819212296,-0.10811396051339586,-0.9216882192591483,0.07774677958575253,-0.09693079940735579
-0.5601817398767106,0.18007667942116448,-0.008897881179223452,0.13126857478757764,-0.2115455635582796,0.0707078963980255,-0.16563117761254686,0.3727313355826109
0.04351398326692444,-0.4908834986103497,0.07501061652597774,0.02367439035157184,-0.07120553967601431,-0.4723817863152257,0.3708382230446249,-0.25605892198480734
0.553922404681623,-0.2309803937633763,0.011366900773963396,-0.015684522154754917,0.05291104965990082,0.9251952535146929,-0.17440073156471095,0.7243100738811804
0.2182103784612163,-0.24325263936708902,0.4394461613097719,0.2942885422180277,0.33405289819831496,-0.46689454067363373,0.1759840617858451,-0.14088056376401215
-0.04975795974113277,-0.046010399217295744,0.014233921579659845,0.5566552385369018,0.13245406707654622,-0.6456663631086225,0.4364036998062269,0.030675087185621997
0.04603458388754453,-0.6393310114977426,0.1399136629993072,-0.17463791375095808,0.3344669854144326,0.1596798749035817,0.2897017473774854,-0.1305681338067366
-0.6402720521840127,0.33907744260584144,0.14712247715442184,-0.11571692798471547,-0.19497254530885147,-0.30996396984650165,-0.6168878111088103,-0.41202128652755704
-0.024539286138117327,0.5633124025525976,0.15860779928142177,0.5616725727555055,-0.35343811223782545,0.4398385787757981,-0.14564660215607114,0.5132152266102687
0.4299383098244851,0.01237698165081219,0.04707394883316856,0.42610216867791084,-0.2785175345357771,-0.7570188103575587,0.28592538201071027,0.7626925908524091
